"idVotacao";"uriVotacao";"data";"descricao";"proposicao_id";"proposicao_uri";"proposicao_ementa";"proposicao_codTipo";"proposicao_siglaTipo";"proposicao_numero";"proposicao_ano";"proposicao_titulo"
"2336439-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336439-38";"2023-03-01";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2349663";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349663";"Altera a Lei nº 13.999, de 18 de maio de 2020, e a Lei nº 14.161, de 2 de junho de 2021, para flexibilizar as condições de contratação e renegociação das operações do Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte - Pronampe.";"891";"PRLP";"2";"";"PRLP 2 => MPV 1139/2022"
"2336439-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336439-38";"2023-03-01";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2349703";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349703";"Altera a Lei nº 13.999, de 18 de maio de 2020, e a Lei nº 14.161, de 2 de junho de 2021, para flexibilizar as condições de contratação e renegociação das operações do Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte - Pronampe.";"891";"PRLP";"3";"";"PRLP 3 => MPV 1139/2022"
"2336439-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336439-38";"2023-03-01";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2349719";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349719";"Altera a Lei nº 13.999, de 18 de maio de 2020, e a Lei nº 14.161, de 2 de junho de 2021, para flexibilizar as condições de contratação e renegociação das operações do Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte - Pronampe.";"891";"PRLP";"4";"";"PRLP 4 => MPV 1139/2022"
"2336439-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336439-38";"2023-03-01";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2349751";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349751";"Parecer proferido em Plenário pelo Dep. Yury do Paredão (PL-CE), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.139, de 2022; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.139, de 2022, e das Emendas a ela apresentadas perante a Comissão Mista, com a ressalva das Emendas nºs 4, 7 e 16, consideradas inconstitucionais; pela compatibilidade e adequação financeira e orçamentária da Medida Provisória nº 1.139, de 2022, e das Emendas apresentadas perante a Comissão Mista; e, no mérito, pela aprovação da Medida Provisória nº 1.139, de 2022, na forma do Projeto de Lei de Conversão, pela aprovação parcial das Emendas nºs 1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14 e 15 apresentadas perante a Comissão Mista e pela rejeição das demais Emendas apresentadas perante a Comissão Mista.";"192";"PPP";"1";"";"PPP 1 MPV113922 => MPV 1139/2022"
"2336439-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336439-38";"2023-03-01";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2349773";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349773";"Altera a Lei nº 13.999, de 18 de maio de 2020, e a Lei nº 14.161, de 2 de junho de 2021, para flexibilizar as condições de contratação e renegociação das operações do Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte - Pronampe.";"891";"PRLP";"5";"";"PRLP 5 => MPV 1139/2022"
"2336439-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336439-38";"2023-03-01";"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.";"2349774";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349774";"Altera a Lei nº 13.999, de 18 de maio de 2020, a Lei nº 14.161, de 2 de junho de 2021, a Lei nº 14.166, de 10 de junho de 2021, e a Lei nº 11.540, de 12 de novembro de 2007, para flexibilizar e aprimorar as condições de contratação e renegociação das operações do Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte – Pronampe, bem como para ampliar prazo para a renegociação extraordinária de débitos no âmbito do Fundo Constitucional de Financiamento do Norte (FNO), do Fundo Constitucional de Financiamento do Nordeste (FNE) e do Fundo Constitucional de Financiamento do Centro-Oeste (FCO) e facilitar o 
 fomento à ciência e tecnologia.";"390";"PLV";"1";"2023";"PLV 1/2023"
"2336439-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336439-42";"2023-03-01";"Aprovada a Medida Provisória nº 1.139 de 2022, na forma do Projeto de Lei de Conversão.";"2349421";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349421";"Altera a Lei nº 13.999, de 18 de maio de 2020, e a Lei nº 14.161, de 2 de junho de 2021, para flexibilizar as condições de contratação e renegociação das operações do Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte - Pronampe.";"891";"PRLP";"1";"";"PRLP 1 => MPV 1139/2022"
"2336439-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336439-42";"2023-03-01";"Aprovada a Medida Provisória nº 1.139 de 2022, na forma do Projeto de Lei de Conversão.";"2349663";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349663";"Altera a Lei nº 13.999, de 18 de maio de 2020, e a Lei nº 14.161, de 2 de junho de 2021, para flexibilizar as condições de contratação e renegociação das operações do Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte - Pronampe.";"891";"PRLP";"2";"";"PRLP 2 => MPV 1139/2022"
"2336439-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336439-42";"2023-03-01";"Aprovada a Medida Provisória nº 1.139 de 2022, na forma do Projeto de Lei de Conversão.";"2349703";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349703";"Altera a Lei nº 13.999, de 18 de maio de 2020, e a Lei nº 14.161, de 2 de junho de 2021, para flexibilizar as condições de contratação e renegociação das operações do Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte - Pronampe.";"891";"PRLP";"3";"";"PRLP 3 => MPV 1139/2022"
"2336439-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336439-42";"2023-03-01";"Aprovada a Medida Provisória nº 1.139 de 2022, na forma do Projeto de Lei de Conversão.";"2349719";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349719";"Altera a Lei nº 13.999, de 18 de maio de 2020, e a Lei nº 14.161, de 2 de junho de 2021, para flexibilizar as condições de contratação e renegociação das operações do Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte - Pronampe.";"891";"PRLP";"4";"";"PRLP 4 => MPV 1139/2022"
"2336439-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336439-42";"2023-03-01";"Aprovada a Medida Provisória nº 1.139 de 2022, na forma do Projeto de Lei de Conversão.";"2349751";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349751";"Parecer proferido em Plenário pelo Dep. Yury do Paredão (PL-CE), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.139, de 2022; pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 1.139, de 2022, e das Emendas a ela apresentadas perante a Comissão Mista, com a ressalva das Emendas nºs 4, 7 e 16, consideradas inconstitucionais; pela compatibilidade e adequação financeira e orçamentária da Medida Provisória nº 1.139, de 2022, e das Emendas apresentadas perante a Comissão Mista; e, no mérito, pela aprovação da Medida Provisória nº 1.139, de 2022, na forma do Projeto de Lei de Conversão, pela aprovação parcial das Emendas nºs 1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14 e 15 apresentadas perante a Comissão Mista e pela rejeição das demais Emendas apresentadas perante a Comissão Mista.";"192";"PPP";"1";"";"PPP 1 MPV113922 => MPV 1139/2022"
"2336439-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336439-42";"2023-03-01";"Aprovada a Medida Provisória nº 1.139 de 2022, na forma do Projeto de Lei de Conversão.";"2349773";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349773";"Altera a Lei nº 13.999, de 18 de maio de 2020, e a Lei nº 14.161, de 2 de junho de 2021, para flexibilizar as condições de contratação e renegociação das operações do Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte - Pronampe.";"891";"PRLP";"5";"";"PRLP 5 => MPV 1139/2022"
"2336439-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336439-42";"2023-03-01";"Aprovada a Medida Provisória nº 1.139 de 2022, na forma do Projeto de Lei de Conversão.";"2349774";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349774";"Altera a Lei nº 13.999, de 18 de maio de 2020, a Lei nº 14.161, de 2 de junho de 2021, a Lei nº 14.166, de 10 de junho de 2021, e a Lei nº 11.540, de 12 de novembro de 2007, para flexibilizar e aprimorar as condições de contratação e renegociação das operações do Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte – Pronampe, bem como para ampliar prazo para a renegociação extraordinária de débitos no âmbito do Fundo Constitucional de Financiamento do Norte (FNO), do Fundo Constitucional de Financiamento do Nordeste (FNE) e do Fundo Constitucional de Financiamento do Centro-Oeste (FCO) e facilitar o 
 fomento à ciência e tecnologia.";"390";"PLV";"1";"2023";"PLV 1/2023"
"2283555-67";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-67";"2023-03-02";"Aprovada a Redação Final assinada pela relatora Dep. Luisa Canziani (PSD-PR).";"2349757";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349757";"Institui o Programa Crédito da Mulher no âmbito das instituições financeiras oficiais federais e mecanismos de facilitação do crédito a microempresas e empresas de pequeno porte controladas e dirigidas por mulheres e a microempreendedoras individuais, bem como altera a Lei nº 8.029, de 12 de abril de 1990, a Lei nº 13.483, de 21 de setembro de 2017, e a Lei nº 13.999, de 18 de maio de 2020.";"891";"PRLP";"1";"";"PRLP 1 => PL 1883/2021"
"2283555-67";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-67";"2023-03-02";"Aprovada a Redação Final assinada pela relatora Dep. Luisa Canziani (PSD-PR).";"2349802";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349802";"Requerimento de Retirada de Matéria da Pauta - PL 1883/2021";"328";"RPD";"1";"";"RPD 1 => PL 1883/2021"
"2283555-67";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-67";"2023-03-02";"Aprovada a Redação Final assinada pela relatora Dep. Luisa Canziani (PSD-PR).";"2349803";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349803";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - PL 1883/2021";"332";"RPD";"2";"";"RPD 2 => PL 1883/2021"
"2283555-67";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-67";"2023-03-02";"Aprovada a Redação Final assinada pela relatora Dep. Luisa Canziani (PSD-PR).";"2349811";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349811";"Requerimento Procedimental Genérico - PL 1883/2021";"486";"RPD";"3";"";"RPD 3 => PL 1883/2021"
"2283555-67";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-67";"2023-03-02";"Aprovada a Redação Final assinada pela relatora Dep. Luisa Canziani (PSD-PR).";"2349812";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349812";"Institui o Programa Crédito da Mulher no âmbito das instituições financeiras oficiais federais e mecanismos de facilitação do crédito a microempresas e empresas de pequeno porte controladas e dirigidas por mulheres e a microempreendedoras individuais, bem como altera a Lei nº 8.029, de 12 de abril de 1990, a Lei nº 13.483, de 21 de setembro de 2017, e a Lei nº 13.999, de 18 de maio de 2020.";"891";"PRLP";"2";"";"PRLP 2 => PL 1883/2021"
"2283555-67";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-67";"2023-03-02";"Aprovada a Redação Final assinada pela relatora Dep. Luisa Canziani (PSD-PR).";"2349814";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349814";"Parecer proferido em Plenário pela Relatora, Dep. Luisa Canziani (PSD-PR), pela Comissão de Finanças e Tributação, que conclui pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária do Projeto de Lei nº 1.883, de 2021, principal, do Projeto de Lei nº 2.589, de 2021, apensado, e do Substitutivo da Comissão de Defesa dos Direitos da Mulher; e, no mérito, pela aprovação do Projeto de Lei nº 1.883, de 2021, principal, e do Projeto de Lei nº 2.589, de 2021, apensado, na forma do Substitutivo.";"192";"PPP";"1";"";"PPP 1 CFT => PL 1883/2021"
"2283555-67";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-67";"2023-03-02";"Aprovada a Redação Final assinada pela relatora Dep. Luisa Canziani (PSD-PR).";"2349815";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349815";"Parecer proferido em Plenário pela Relatora, Dep. Luisa Canziani (PSD-PR), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa do Projeto de Lei nº 1.883, de 2021, principal, do Projeto de Lei nº 2.589, de 2021, apensado, do Substitutivo da Comissão de Defesa dos Direitos da Mulher e do Substitutivo adotado pela relatora da Comissão de Finanças e Tributação.";"192";"PPP";"1";"";"PPP 1 CCJC => PL 1883/2021"
"2283555-64";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-64";"2023-03-02";"Aprovado o Substitutivo ao Projeto de Lei nº 1.883, de 2021, adotado pela relatora da Comissão de Finanças e Tributação.";"2349757";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349757";"Institui o Programa Crédito da Mulher no âmbito das instituições financeiras oficiais federais e mecanismos de facilitação do crédito a microempresas e empresas de pequeno porte controladas e dirigidas por mulheres e a microempreendedoras individuais, bem como altera a Lei nº 8.029, de 12 de abril de 1990, a Lei nº 13.483, de 21 de setembro de 2017, e a Lei nº 13.999, de 18 de maio de 2020.";"891";"PRLP";"1";"";"PRLP 1 => PL 1883/2021"
"2283555-64";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-64";"2023-03-02";"Aprovado o Substitutivo ao Projeto de Lei nº 1.883, de 2021, adotado pela relatora da Comissão de Finanças e Tributação.";"2349802";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349802";"Requerimento de Retirada de Matéria da Pauta - PL 1883/2021";"328";"RPD";"1";"";"RPD 1 => PL 1883/2021"
"2283555-64";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-64";"2023-03-02";"Aprovado o Substitutivo ao Projeto de Lei nº 1.883, de 2021, adotado pela relatora da Comissão de Finanças e Tributação.";"2349803";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349803";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - PL 1883/2021";"332";"RPD";"2";"";"RPD 2 => PL 1883/2021"
"2283555-64";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-64";"2023-03-02";"Aprovado o Substitutivo ao Projeto de Lei nº 1.883, de 2021, adotado pela relatora da Comissão de Finanças e Tributação.";"2349811";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349811";"Requerimento Procedimental Genérico - PL 1883/2021";"486";"RPD";"3";"";"RPD 3 => PL 1883/2021"
"2283555-64";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-64";"2023-03-02";"Aprovado o Substitutivo ao Projeto de Lei nº 1.883, de 2021, adotado pela relatora da Comissão de Finanças e Tributação.";"2349812";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349812";"Institui o Programa Crédito da Mulher no âmbito das instituições financeiras oficiais federais e mecanismos de facilitação do crédito a microempresas e empresas de pequeno porte controladas e dirigidas por mulheres e a microempreendedoras individuais, bem como altera a Lei nº 8.029, de 12 de abril de 1990, a Lei nº 13.483, de 21 de setembro de 2017, e a Lei nº 13.999, de 18 de maio de 2020.";"891";"PRLP";"2";"";"PRLP 2 => PL 1883/2021"
"2283555-64";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-64";"2023-03-02";"Aprovado o Substitutivo ao Projeto de Lei nº 1.883, de 2021, adotado pela relatora da Comissão de Finanças e Tributação.";"2349814";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349814";"Parecer proferido em Plenário pela Relatora, Dep. Luisa Canziani (PSD-PR), pela Comissão de Finanças e Tributação, que conclui pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária do Projeto de Lei nº 1.883, de 2021, principal, do Projeto de Lei nº 2.589, de 2021, apensado, e do Substitutivo da Comissão de Defesa dos Direitos da Mulher; e, no mérito, pela aprovação do Projeto de Lei nº 1.883, de 2021, principal, e do Projeto de Lei nº 2.589, de 2021, apensado, na forma do Substitutivo.";"192";"PPP";"1";"";"PPP 1 CFT => PL 1883/2021"
"2283555-64";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2283555-64";"2023-03-02";"Aprovado o Substitutivo ao Projeto de Lei nº 1.883, de 2021, adotado pela relatora da Comissão de Finanças e Tributação.";"2349815";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349815";"Parecer proferido em Plenário pela Relatora, Dep. Luisa Canziani (PSD-PR), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa do Projeto de Lei nº 1.883, de 2021, principal, do Projeto de Lei nº 2.589, de 2021, apensado, do Substitutivo da Comissão de Defesa dos Direitos da Mulher e do Substitutivo adotado pela relatora da Comissão de Finanças e Tributação.";"192";"PPP";"1";"";"PPP 1 CCJC => PL 1883/2021"
"2313886-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313886-55";"2023-03-07";"Aprovada a Redação Final assinada pela relatora Dep. Bia Kicis (PL-DF).";"2349875";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349875";"Requer a desapensação do Projeto de Lei nº 81 de 2022 e apensados, que tramitam conjuntamente com o Projeto de Lei nº 4.996 de 2016.";"305";"REQ";"381";"2023";"REQ 381/2023"
"2313886-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313886-55";"2023-03-07";"Aprovada a Redação Final assinada pela relatora Dep. Bia Kicis (PL-DF).";"2350313";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350313";"Dispõe sobre o direito de toda mulher a ter acompanhante, pessoa de sua livre escolha, nas consultas e exames, inclusive os ginecológicos, nos estabelecimentos públicos e privados.";"891";"PRLP";"1";"";"PRLP 1 => PL 81/2022"
"2313886-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313886-55";"2023-03-07";"Aprovada a Redação Final assinada pela relatora Dep. Bia Kicis (PL-DF).";"2350356";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350356";"Requerimento de Votação pelo Processo Nominal - PL 81/2022";"332";"RPD";"1";"";"RPD 1 => PL 81/2022"
"2313886-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313886-55";"2023-03-07";"Aprovada a Redação Final assinada pela relatora Dep. Bia Kicis (PL-DF).";"2350360";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350360";"Requerimento de Retirada de Pauta - PL 81/2022";"328";"RPD";"2";"";"RPD 2 => PL 81/2022"
"2313886-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313886-55";"2023-03-07";"Aprovada a Redação Final assinada pela relatora Dep. Bia Kicis (PL-DF).";"2350366";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350366";"Requerimento de Votação pelo Processo Nominal - PL 81/2022";"332";"RPD";"3";"";"RPD 3 => PL 81/2022"
"2313886-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313886-55";"2023-03-07";"Aprovada a Redação Final assinada pela relatora Dep. Bia Kicis (PL-DF).";"2350383";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350383";"Dispõe sobre o direito de toda mulher a ter acompanhante, pessoa de sua livre escolha, nas consultas e exames, inclusive os ginecológicos, nos estabelecimentos públicos e privados.";"891";"PRLP";"2";"";"PRLP 2 => PL 81/2022"
"2313886-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313886-55";"2023-03-07";"Aprovada a Redação Final assinada pela relatora Dep. Bia Kicis (PL-DF).";"2350391";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350391";"Parecer proferido em Plenário pela relatora, Dep. Bia Kicis (PL-DF), pela Comissão de Saúde, que conclui pela aprovação do Projeto de Lei nº 81, de 2022, principal, e dos apensados, na forma do Substitutivo.";"192";"PPP";"1";"";"PPP 1 CSAUDE => PL 81/2022"
"2313886-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313886-55";"2023-03-07";"Aprovada a Redação Final assinada pela relatora Dep. Bia Kicis (PL-DF).";"2350393";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350393";"Parecer proferido em Plenário pela relatora, Dep. Bia Kicis (PL-DF), pela Comissão de Defesa dos Direitos da Mulher, que conclui pela aprovação do Projeto de Lei nº 81, de 2022, principal, e dos apensados, na forma do Substitutivo adotado pela relatora da Comissão de Saúde.";"192";"PPP";"1";"";"PPP 1 CMULHER => PL 81/2022"
"2313886-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313886-55";"2023-03-07";"Aprovada a Redação Final assinada pela relatora Dep. Bia Kicis (PL-DF).";"2350394";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350394";"Parecer proferido em Plenário pela relatora, Dep. Bia Kicis (PL-DF), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa do Projeto de Lei nº 81, de 2022, principal, e dos apensados, na forma do Substitutivo adotado pela relatora da Comissão de Saúde.";"192";"PPP";"1";"";"PPP 1 CCJC => PL 81/2022"
"2313886-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2313886-55";"2023-03-07";"Aprovada a Redação Final assinada pela relatora Dep. Bia Kicis (PL-DF).";"2350399";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350399";"Dispõe sobre o direito de toda mulher a ter acompanhante, pessoa de sua livre escolha, nas consultas e exames, inclusive os ginecológicos, nos estabelecimentos públicos e privados.";"891";"PRLP";"3";"";"PRLP 3 => PL 81/2022"
"2336440-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-46";"2023-03-07";"Aprovada a Redação Final assinada pela relatora, Dep. Alice Portugal (PCdoB-BA).";"2349498";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349498";"Requerimento de Retirada de Matéria da Pauta - MPV 1140/2022";"328";"RPD";"1";"";"RPD 1 => MPV 1140/2022"
"2336440-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-46";"2023-03-07";"Aprovada a Redação Final assinada pela relatora, Dep. Alice Portugal (PCdoB-BA).";"2349499";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349499";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - MPV 1140/2022";"332";"RPD";"2";"";"RPD 2 => MPV 1140/2022"
"2336440-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-46";"2023-03-07";"Aprovada a Redação Final assinada pela relatora, Dep. Alice Portugal (PCdoB-BA).";"2349636";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349636";"Requerimento de Retirada de Matéria da Pauta - MPV 1140/2022";"328";"RPD";"3";"";"RPD 3 => MPV 1140/2022"
"2336440-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-46";"2023-03-07";"Aprovada a Redação Final assinada pela relatora, Dep. Alice Portugal (PCdoB-BA).";"2349638";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2349638";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - MPV 1140/2022";"332";"RPD";"4";"";"RPD 4 => MPV 1140/2022"
"2336440-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-46";"2023-03-07";"Aprovada a Redação Final assinada pela relatora, Dep. Alice Portugal (PCdoB-BA).";"2350259";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350259";"Requerimento de Retirada de Matéria da Pauta - MPV 1140/2022";"328";"RPD";"5";"";"RPD 5 => MPV 1140/2022"
"2336440-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-46";"2023-03-07";"Aprovada a Redação Final assinada pela relatora, Dep. Alice Portugal (PCdoB-BA).";"2350260";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350260";"Requerimento de Votação Nominal-Requerimento de Retirada de Matéria da Pauta - MPV 1140/2022";"332";"RPD";"6";"";"RPD 6 => MPV 1140/2022"
"2336440-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-46";"2023-03-07";"Aprovada a Redação Final assinada pela relatora, Dep. Alice Portugal (PCdoB-BA).";"2350382";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350382";"Institui o Programa de Prevenção e Combate ao Assédio Sexual no âmbito dos sistemas de ensino federal, estadual, municipal e distrital.";"891";"PRLP";"1";"";"PRLP 1 => MPV 1140/2022"
"2336440-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-46";"2023-03-07";"Aprovada a Redação Final assinada pela relatora, Dep. Alice Portugal (PCdoB-BA).";"2350390";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350390";"Institui o Programa de Prevenção e Combate ao Assédio Sexual no âmbito dos sistemas de ensino federal, estadual, municipal e distrital.";"891";"PRLP";"2";"";"PRLP 2 => MPV 1140/2022"
"2336440-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-46";"2023-03-07";"Aprovada a Redação Final assinada pela relatora, Dep. Alice Portugal (PCdoB-BA).";"2350414";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350414";"Institui o Programa de Prevenção e Combate ao Assédio Sexual no âmbito dos sistemas de ensino federal, estadual, municipal e distrital.";"891";"PRLP";"3";"";"PRLP 3 => MPV 1140/2022"
"2336440-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2336440-46";"2023-03-07";"Aprovada a Redação Final assinada pela relatora, Dep. Alice Portugal (PCdoB-BA).";"2350416";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2350416";"Institui o Programa de Prevenção e Enfrentamento ao Assédio Sexual e Demais Crimes Contra a Dignidade Sexual, e à Violência Sexual, no âmbito da administração pública direta e indireta, federal, estadual, distrital e municipal.";"390";"PLV";"2";"2023";"PLV 2/2023"
