"ano";"idLicitacao";"numItem";"numSubitem";"descricao";"especificacao";"unidade";"qtdLicitada";"vlrUnitarioEstimado";"qtdContratada";"vlrUnitarioContratado";"vlrTotalContratado";"fornecedorCpfCnpj";"fornecedorNome";"uriContrato";"numContrato";"anoContrato";"tipoContrato";"situacaoItem";"observacoes";"naturezaDespesa";"programaTrabalho";"codPTRES"
"2023";"19001";"15";"";"BOBINA DE BOPP ALTO BRILHO PARA MÁQUINA TERMOLAMINADORA LARGURA 520 MM";"BOBINA DE BOPP ALTO BRILHO PARA MÁQUINA TERMOLAMINADORA LARGURA 520 MM // MARCA(S) DE REFERÊNCIA: PROLAM MBSET;   APLICAÇÃO: termolaminação alto brilho em plastificadora RICALL/SIMPLEX II 82.  MATERIAL(IS): polipropileno biorientado (BOPP).  MEDIDA(S): 520 mm x 21,5 micra x 2000 m, de largura x espessura x comprimento mínimo; 7,5 cm de diâmetro de tubete.  COR(ES): transparente (brilho).  GRAMATURA: 20 g/m²  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"BOBINA";"5";"1560";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"16";"";"BOBINA DE BOPP ALTO BRILHO PARA MÁQUINA TERMOLAMINADORA - LARGURA 550 MM";"BOBINA DE BOPP ALTO BRILHO PARA MÁQUINA TERMOLAMINADORA - LARGURA 550 MM // MARCA(S) DE REFERÊNCIA: PROLAM MBSET;  APLICAÇÃO: termolaminação alto brilho em plastificadora RICALL/SIMPLEX II 82.  MATERIAL(IS): polipropileno biorientado (BOPP).  MEDIDA(S): 550 mm x 21,5 micra x 2000 m, largura x espessura x comprimento mínimo; 7,5 cm de diâmetro interno do tubete.  COR(ES): transparente (brilho).  GRAMATURA: 20 g/m².  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"BOBINA";"5";"905";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"17";"";"BOBINA DE BOPP ALTO BRILHO PARA MÁQUINA TERMOLAMINADORA LARGURA 650 MM";"BOBINA DE BOPP ALTO BRILHO PARA MÁQUINA TERMOLAMINADORA LARGURA 650 MM // MARCA(S) DE REFERÊNCIA: PROLAM MBSET;   APLICAÇÃO: termolaminação alto brilho em plastificadora RICALL/SIMPLEX II 82.  MATERIAL(IS): polipropileno biorientado (BOPP).  MEDIDA(S): 650 mm x 21,5 micra x 2000 m, de largura x espessura x comprimento mínimo; 7,5 cm de diâmetro interno do tubete.  COR(ES): transparente (brilho).  GRAMATURA: 20 g/m².  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"BOBINA";"30";"1960";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"18";"";"BLANQUETA PARA IMPRESSORA OFF-SET KOMORI";"BLANQUETA PARA IMPRESSORA OFF-SET KOMORI // MARCA(S) DE REFERÊNCIA: BÖTTCHER; DRUCKCHEMIE.  APLICAÇÃO: para impressora ""offset"", 4 cores, KOMORI/LS429P.  CARACTERÍSTICA(S): resistência de 4 (quatro) lonas; compressiva com barras.  MEDIDA(S): 670 mm x 770 mm x 1,95 mm, de comprimento x largura x espessura.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"UNIDADE";"50";"398";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"19";"";"CANALETA PARA CORTE E VINCO EM SERVIÇOS GRÁFICOS";"CANALETA PARA CORTE E VINCO EM SERVIÇOS GRÁFICOS // MARCA(S) DE REFERÊNCIA: CITO.  CARACTERÍSTICA(S): régua plástica.   MEDIDA(S): vinco de 0,4 mm de altura e 1,3 mm de largura. 700 mm de comprimento  FORMA DE APRESENTAÇÃO: cada peça corresponde a uma caixa com 36 tiras, totalizando 25 metros.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"PEÇA";"3";"250";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"20";"";"CANETA CORRETORA COM PONTA MÉDIA";"CANETA CORRETORA COM PONTA MÉDIA // MARCA(S) DE REFERÊNCIA: AGFA; NIKKEN; MARK-TEX.  APLICAÇÃO: para correção de chapas ""offset"" positivas.  PRAZO MÍNIMO DE VALIDADE: 11 (onze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"UNIDADE";"12";"115";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"21";"";"CAPA PVC TAMANHO A-4 PARA ENCADERNAÇÃO TRANSPARENTE";"CAPA PVC TAMANHO A-4 PARA ENCADERNAÇÃO TRANSPARENTE // MARCA(S) DE REFERÊNCIA: LASSANE.  MATERIAL(IS): plástico PVC.  MEDIDA(S): 210 mm x 297 mm x 0,28 mm, de largura x altura x espessura mínima.  COR(ES): transparente.  GARANTIA MÍNIMA: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"UNIDADE";"5000";"";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"22";"";"CAPA PVC TAMANHO A4 PARA ENCADERNAÇÃO COR PRETA";"CAPA PVC TAMANHO A4 PARA ENCADERNAÇÃO COR PRETA // MARCA(S) DE REFERÊNCIA: LASSANE.  MATERIAL(IS): plástico (PVC).  MEDIDA(S): 210 mm x 297 mm x 0,28 mm, de largura x altura x espessura mínima.  COR(ES): preta (contracapa).  GARANTIA MÍNIMA: 12 (doze) meses a contar da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"UNIDADE";"5000";"";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"23";"";"COLA AZUL PARA ENVELOPADORA DOCFINISH";"COLA AZUL PARA ENVELOPADORA DOCFINISH // MARCA(S) DE REFERÊNCIA: EUROSTAR; RICLA.  APLICAÇÃO: para uso em envelopadoras DOCFINISH, modelos E20K e E50K.  CARACTERÍSTICA(S): cola longitudinal de base vegetal, com propriedades anticorrosivas.  COR(ES): azul.  FORMA DE APRESENTAÇÃO: frasco com 1 (um) quilograma.  PRAZO MÍNIMO DE VALIDADE: 4 meses, após o recebimento definitivo do material pelo almoxarifado.  ACONDICIONAMENTO: original de fábrica, com identificação e quantidade do material.";"QUILOGRAMA";"20";"53";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"24";"";"COLA GRANULADA HOT MELT PARA ENCADERNAÇÃO";"COLA GRANULADA HOT MELT PARA ENCADERNAÇÃO // MARCA(S) DE REFERÊNCIA: HENKEL; AMAZONAS; ARTECOLA.  APLICAÇÃO: para encadernação e colagem de livros com ou sem costura em máquina automática ""PERFECTA-BOOKLINE"", utilizando qualquer tipo de papel.  CARACTERÍSTICA(S): sólido, granulado; a ficha de informação de segurança de produtos químicos deverá seguir as orientações da norma da ABNT NBR 14725-4:2012.  MATERIAL(IS): adesivo à base de resinas termoplásticas.  COR(ES): branca ou transparente.  FORMA DE APRESENTAÇÃO: em sacos de 20 kg ou 25 kg, com identificação e quantidade do material.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"QUILOGRAMA";"800";"53";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"25";"";"COLA PARA BLOCAGEM E ENCADERNAÇÃO";"COLA PARA BLOCAGEM E ENCADERNAÇÃO // MARCA(S)/MODELO(S) DE REFERÊNCIA: HENKEL/A4579;ARTECOLA PVA203C  APLICAÇÃO: para encadernação e colagem de lombada de livros.  CARACTERÍSTICA(S): boa pega inicial e secagem rápida; adesão nos substratos papel x papel, resultando em um filme flexível e resistente; a ficha de informação de segurança de produtos químicos deverá seguir as orientações da norma da ABNT NBR 14725-4:2012.  MATERIAL(IS): dispersão aquosa de acetato de polivinila.  COR(ES): branca.  FORMA DE APRESENTAÇÃO:  balde com 10 kg.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"QUILOGRAMA";"150";"26";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"26";"";"COLA PARA ENCADERNAÇÃO LATERAL DE LIVROS ( COLA BIGODE )";"COLA PARA ENCADERNAÇÃO LATERAL DE LIVROS ( COLA BIGODE ) // MARCA(S) DE REFERÊNCIA: HENKEL; AMAZONAS; ARTECOLA.  APLICAÇÃO: encadernação e colagem de livros com ou sem costura em máquina automática PERFECTA-BOOKLINE, utilizando qualquer tipo de papel.  CARACTERÍSTICA(S): Adesivo termoplástico gelatinoso; a ficha de informação de segurança de produtos químicos deverá seguir as orientações da norma da ABNT NBR 14725-4:2012.  MATERIAL(IS): adesivo termoplástico a base de borracha termoplástica, resina taquificante, óleo mineral e aditivos.  COR(ES): transparente.  FORMA DE APRESENTAÇÃO: caixa com 10 kg.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"QUILOGRAMA";"150";"92";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"27";"";"COMPOSTO PARA LIMPEZA DO SISTEMA DE ÁGUA DE IMPRESSORAS OFFSET";"COMPOSTO PARA LIMPEZA DO SISTEMA DE ÁGUA DE IMPRESSORAS OFFSET // MARCA(S) DE REFERÊNCIA: BOTTCHER; DRUCKCHEMIE;   APLICAÇÃO: para limpeza do sistema de circulação de solução de fonte das máquinas ""offset"".  CARACTERÍSTICA(S): composto concentrado alcalino de efeito fungicida e bactericida para descontaminação do sistema; a ficha de informação de segurança de produtos químicos deverá seguir as orientações da norma da ABNT NBR 14725-4:2012.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"LITRO";"20";"25";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"28";"";"CORRETOR PARA CHAPA POSITIVA 250 G";"CORRETOR PARA CHAPA POSITIVA 250 G // MARCA(S) DE REFERÊNCIA: EUROSTAR; IBF  APLICAÇÃO: para correção de chapa ""offset"" positiva.  CARACTERÍSTICA(S): gel; a ficha de informação de segurança de produtos químicos deverá seguir as orientações da norma da ABNT NBR 14725-4:2012.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"FRASCO";"5";"60";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"29";"";"CREME DESENGRAXANTE PARA MÃOS";"CREME DESENGRAXANTE PARA MÃOS // MARCA(S) DE REFERÊNCIA: EDUMAX; BOTTCHER.  APLICAÇÃO: para remover tintas, óleos e graxas das mãos.  CARACTERÍSTICA(S): isento de areia e soda cáustica.  FORMA DE APRESENTAÇÃO: frasco com aproximadamente 240 g.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"FRASCO";"100";"31";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"30";"";"ESPIRAL WIRE-O 5/16"" PRETA";"ESPIRAL WIRE-O 5/16"" PRETA // MARCA(S) DE REFERÊNCIA:  LASSANE; RENZ.  APLICAÇÃO: para encadernação.  CARACTERÍSTICA(S): duplo anel.  MATERIAL(IS): metal.  MEDIDA(S): 5/16"" de diâmetro; passo 3:1.  COR(ES): preta.  FORMA DE APRESENTAÇÃO: bobina com 63.000 anéis.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"BOBINA";"4";"1372";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"31";"";"ESPIRAL WIRE-O 5/16"" BRANCA";"ESPIRAL WIRE-O 5/16"" BRANCA // MARCA(S) DE REFERÊNCIA: LASSANE; RENZ.  APLICAÇÃO: para encadernação.  CARACTERÍSTICA(S): duplo anel.  MATERIAL(IS): metal.  MEDIDA(S): 5/16"" de diâmetro; passo 3:1.  COR(ES): branca.  FORMA DE APRESENTAÇÃO: bobina com 63.000 anéis.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"BOBINA";"4";"1372";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"32";"";"ESPIRAL WIRE-O 3/8"" PRETA";"ESPIRAL WIRE-O 3/8"" PRETA // MARCA(S) DE REFERÊNCIA: LASSANE; RENZ.  APLICAÇÃO: para encadernação.  CARACTERÍSTICA(S): duplo anel.  MATERIAL(IS): metal.  MEDIDA(S): 3/8"" de diâmetro; passo 3:1.  COR(ES): preta.  FORMA DE APRESENTAÇÃO: bobina com 45.000 anéis.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"BOBINA";"4";"1298";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"33";"";"ESPONJA LITOGRÁFICA";"ESPONJA LITOGRÁFICA // MARCA(S) DE REFERÊNCIA: VISKOVITA; BOTTCHER.  APLICAÇÃO: para limpeza de chapa de alumínio de máquina ""offset"".  CARACTERÍSTICA(S): prensada.  COR(ES): amarela.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"UNIDADE";"80";"35";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"34";"";"ESTILETE ESTREITO - LÂMINA 9MM";"ESTILETE ESTREITO - LÂMINA 9MM // MARCA(S)/MODELO(S) DE REFERÊNCIA: MAPED/ZENOA SENSITIV; UFFIZI; WURTH.  CARACTERÍSTICA(S): sistema de bloqueio de lâmina e quebra-lâminas integrados, com reserva de 2 (duas) lâminas dentro do corpo do estilete.  MATERIAL(IS): haste interna de metal; corpo em polipropileno; com cabo emborrachado.  MEDIDA(S): lâmina com 9 mm de largura.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"UNIDADE";"20";"22";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"35";"";"ESTILETE LARGO - LÂMINA 18MM";"ESTILETE LARGO - LÂMINA 18MM // MARCA(S)/MODELO(S) DE REFERÊNCIA: MAPED/ZENOA SENSITIV; UFFIZI; WURTH.  CARACTERÍSTICA(S): sistema de bloqueio de lâmina e quebra-lâminas integrados, com reserva de 2 (duas) lâminas dentro do corpo do estilete.  MATERIAL(IS): haste interna de metal; corpo em polipropileno; com cabo emborrachado.  MEDIDA(S): lâmina com 18 mm de largura.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"UNIDADE";"30";"27";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"36";"";"ESTOPA DE PRIMEIRA QUALIDADE";"ESTOPA DE PRIMEIRA QUALIDADE // MARCA(S) DE REFERÊNCIA: POLIUM;   APLICAÇÃO:  para polimento em geral.  CARACTERÍSTICA(S):  estopa alvejada; com fios de primeira qualidade.  MATERIAL(IS):  100 % algodão.  COR(ES):  branca.  FORMA DE APRESENTAÇÃO:  pacote com 1 kg.  PRAZO MÍNIMO DE VALIDADE:  11 (onze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO:  embalagem original de fábrica, com identificação e quantidade do material.";"QUILOGRAMA";"10";"26";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"37";"";"FITA ADESIVA PARA EMPACOTAMENTO";"FITA ADESIVA PARA EMPACOTAMENTO // MARCA(S) DE REFERÊNCIA: 3M; ADELBRAS.  CARACTERÍSTICA(S): com alto poder de aderência.  MATERIAL(IS): polipropileno.  MEDIDA(S): 48 mm x 50 m, de largura x comprimento, admitida variação de até 5%.  COR(ES): transparente.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"ROLO";"800";"7";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"38";"";"FITA PLÁSTICA 10MM LARGURA PARA ARQUEAR";"FITA PLÁSTICA PARA ARQUEAR 10MM X 3.000M // MARCA(S) DE REFERÊNCIA:  CYCLOP; PETROPLAST.  APLICAÇÃO:  para arquear volumes.  MATERIAL(IS):  polipropileno.  MEDIDA(S):  10 mm x 3000 m x 0,65 mm, de largura x comprimento x espessura.  PRAZO MÍNIMO DE VALIDADE:  12 (doze) meses contados da data do recebimento definitivo.  ACONDICIONAMENTO:  embalagem original de fábrica, com identificação e quantidade do material.";"ROLO";"10";"629";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"39";"";"GOMA ARÁBICA LÍQUIDA 14° BAUMÉ";"GOMA ARÁBICA LÍQUIDA // MARCA(S) DE REFERÊNCIA:  BOTTCHER; EUROSTAR.  APLICAÇÃO: para proteção e armazenamento de chapa ""offset"" positiva.  CARACTERÍSTICA(S): goma líquida de 14° bé (baumé); a ficha de informação de segurança de produtos químicos deverá seguir as orientações da norma da ABNT NBR 14725-4:2012.  FORMA DE APRESENTAÇÃO: frasco com 1 L.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"LITRO";"40";"54";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"40";"";"LIMPADOR DE CHAPA";"LIMPADOR DE CHAPA // MARCA(S) DE REFERÊNCIA: IBF; BÖTTCHER; 3M.  APLICAÇÃO: para limpeza com baixa abrasividade e ativação de chapas ""offset"" positivas digitais, gravadas em CtP UV convencional.  CARACTERÍSTICA(S): a ficha de informação de segurança de produtos químicos deverá seguir as orientações da norma da ABNT NBR 14725-4:2012.  FORMA DE APRESENTAÇÃO: frasco com 1 L.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"FRASCO";"20";"72";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"41";"";"LIMPADOR DE CONTATO A SECO";"LIMPADOR DE CONTATO A SECO // MARCA(S) DE REFERÊNCIA: ORBI; WURTH; TECKBOND.  APLICAÇÃO: para limpeza a seco e restauração da continuidade elétrica em circuitos e mecanismos eletroeletrônicos.  CARACTERÍSTICA(S): evaporação rápida, sem resíduos; deve remover sujeira, pó, umidade, oleosidade, graxa, fluxo de solda e oxidação; não condutor; não oleoso; não tóxico; não corrosivo a materiais plásticos, borrachas, vernizes, tintas e metais.  FORMA DE APRESENTAÇÃO: embalagem aerossol em frasco de 300 mL.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados a partir do recebimento definitivo do material.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"TUBO";"2";"28";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"42";"";"LONA PARA IMPRESSÃO INKJET A BASE D' ÁGUA";"LONA PARA IMPRESSÃO INKJET A BASE D' ÁGUA // MARCA(S) DE REFERÊNCIA: KAPCO;  APLICAÇÃO:  lona compatível com tinta Dye (corante) para uso em impressora plotter a base d´água, para exposição em ambiente interno e externo, nível de brilho matte (fosco).  CARACTERÍSTICA(S):  fosco.  MEDIDA(S):  0,914 m x 20 m, largura x comprimento.  COR(ES):  branca.    GRAMATURA:  360 micra de espessura.  PRAZO MÍNIMO DE VALIDADE:  12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO:  embalagem original de fábrica, com identificação e quantidade do material.";"BOBINA";"20";"1195";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"43";"";"ÓLEO SAE 90";"ÓLEO 90 // MARCA(S) DE REFERÊNCIA: LUBRAX; IPIRANGA.  APLICAÇÃO: para uso em máquina de corte e vinco.  CARACTERÍSTICA(S): Óleo lubrificante, tipo mineral, viscosidade SAE 90; a ficha de informação de segurança de produtos químicos deverá seguir as orientações da norma da ABNT NBR 14725-4:2012.  FORMA DE APRESENTAÇÃO: recipiente com 1 L.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"UNIDADE";"20";"49";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"44";"";"PANO PARA LIMPEZA DE MÁQUINAS REPROGRAFIA EMBALAGEM 100U";"PANO PARA LIMPEZA DE MÁQUINAS REPROGRAFIA EMBALAGEM 100U // MARCA(S) DE REFERÊNCIA: OBER.  APLICAÇÃO: pano para limpeza industrial, branco, de primeira qualidade, adequado à absorção de solventes, restaurador de borracha e limpeza industrial em geral.   MEDIDA(S): 29 cm x 29 cm, de largura x comprimento.  COR(ES): branca.  FORMA DE APRESENTAÇÃO: pacote com 100 (cem) unidades.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"PACOTE";"50";"102";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"45";"";"PERFIL C EM PVC BRANCO PARA BANNER";"PERFIL C EM PVC BRANCO PARA BANNER // MARCA(S) DE REFERÊNCIA: LEXTER.  APLICAÇÃO:  para acabamento em ""banners"".  MEDIDA(S):  ¾"" de diâmetro.  FORMA DE APRESENTAÇÃO:  barra com 3 (três) metros de comprimento.  ACONDICIONAMENTO:  embalagem original de fábrica, com identificação e quantidade do material.";"BARRA";"100";"22";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"46";"";"PÓ ANTIMACULADOR DE MIKA";"PÓ ANTIMACULADOR DE MIKA // MARCA(S) DE REFERÊNCIA: BOTTCHER; DRUCKCHEMIE.  APLICAÇÃO:  para sistema de impressão ""offset"".  CARACTERÍSTICA(S):  pó antimaculador revestido; sem afinidade com água; com granulometria controlada e selecionada entre 15 e 20 microns; testado e homologado pelos fabricantes das máquinas HEIDELBERG e KOMORI.  FORMA DE APRESENTAÇÃO:  embalagem com 1 kg.  PRAZO MÍNIMO DE VALIDADE:  12 (doze) meses contados da data do recebimento definitivo.  ACONDICIONAMENTO:  embalagem original de fábrica, com identificação e quantidade do material.";"QUILOGRAMA";"50";"80";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"47";"";"PONTEIRA PLÁSTICA DE ¾"" NA COR BRANCA";"PONTEIRA PLÁSTICA DE ¾"" NA COR BRANCA // MARCA(S) DE REFERÊNCIA: ESSENTRA; EMAR.  APLICAÇÃO: para acabamento em ""banners"".  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"UNIDADE";"600";"";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"48";"";"REFIL PARA LIMPEZA DE BLANQUETA (KOMORI)";"REFIL PARA LIMPEZA DE BLANQUETA (KOMORI) // MARCA(S) DE REFERÊNCIA: BOTTCHER; DRUCKCHEMIE.  APLICAÇÃO:  para limpeza automática da blanqueta da máquina KOMORI LS 429P.  CARACTERÍSTICA(S): pano umedecido para limpeza automática da blanqueta da máquina KOMORI LS 429P.  MEDIDA(S): 774mm x 8m; largura x comprimento.  PRAZO MÍNIMO DE VALIDADE:  12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO:  embalagem original de fábrica, com identificação e quantidade do material.";"UNIDADE";"80";"779";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"49";"";"REFIL PARA LIMPEZA DO CONTRA CILINDRO (KOMORI)";"REFIL PARA LIMPEZA DO CONTRA CILINDRO (KOMORI) // MARCA(S) DE REFERÊNCIA: BOTTCHER;DRUCKCHEMIE.  APLICAÇÃO:  para limpeza automática do contra cilindro da máquina KOMORI LS 429P.  CARACTERÍSTICA(S): pano umedecido para limpeza automática do contra cilindro da máquina KOMORI LS 429P.  MEDIDA(S): 774mm x 8m;  largura x comprimento  PRAZO MÍNIMO DE VALIDADE:  12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO:  embalagem original de fábrica, com identificação e quantidade do material.";"UNIDADE";"20";"863";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"50";"";"RÉGUA EM PVC EM TIRA PARA GUILHOTINA WOHLENBERG";"RÉGUA EM PVC EM TIRA PARA GUILHOTINA WOHLENBERG // MARCA(S) DE REFERÊNCIA:  EMETRES.  APLICAÇÃO: para guilhotina da marca WOHLENBERG.  MATERIAL(IS): fibra plástica (PVC ou poliéster).  MEDIDA(S): 1560 mm x 10 mm x 4 mm, de comprimento x largura x espessura; aceita-se variação de até 10%.  COR(ES): vermelha.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"UNIDADE";"80";"80";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"51";"";"RÉGUA EM PVC PARA GUILHOTINA MELMAQ 1370TC";"RÉGUA EM PVC PARA GUILHOTINA MELMAQ 1370TC // MARCA(S) DE REFERÊNCIA: EMETRES.  APLICAÇÃO: utilizada para a guilhotina MELMAQ 1370tc.  MATERIAL(IS):  fibra plástica (PVC ou poliéster).  MEDIDA(S):  10mm x 5mm x 1370mm, de largura x espessura x comprimento.  COR(ES):  branca.   ACONDICIONAMENTO:  embalagem original de fábrica, com identificação e quantidade do material.";"UNIDADE";"80";"78";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"52";"";"RESTAURADOR DE BLANQUETA";"RESTAURADOR DE BLANQUETA // MARCA(S) DE REFERÊNCIA:  DRUCKCHEMIE; EUROSTAR; ECOQUIMICA.  APLICAÇÃO: para recuperação de blanqueta para máquina ""offset"".  CARACTERÍSTICA(S): a ficha de informação de segurança de produtos químicos deverá seguir as orientações da norma da ABNT NBR 14725-4:2012. Produto INFLAMÁVEL.  FORMA DE APRESENTAÇÃO: galão de metal com 5 L.  PRAZO MÍNIMO DE VALIDADE: 12 (doze) meses, contados da data do recebimento definitivo.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"GALÃO";"60";"112";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
"2023";"19001";"53";"";"RETALHO DE MALHA BRANCA COSTURADO";"RETALHO DE MALHA BRANCA COSTURADO // APLICAÇÃO: para limpeza de máquinas no setor de impressão ""offset"".  CARACTERÍSTICA(S): tipo almofada; com costuras de primeira qualidade; compacto (sem emendas); limpo.  MATERIAL(IS): 100% algodão, alvejado.  MEDIDA(S): 30 cm x 30 cm, de largura x comprimento; aceita-se variação de até 10%.  COR(ES): branca alvejada.  ACONDICIONAMENTO: embalagem original de fábrica, com identificação e quantidade do material.";"QUILOGRAMA";"2000";"14";"";"";"";"";"";"";"";"";"";"Ativo";"";"";"";""
